type,name,steam_appid,developers,publishers,header_image,website,categories,genres,steam_url,detection_stage,api_response_type,discovery_date
game,My Company,3846050,Wuqingying,Wuqingying,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3846050/f6034f8b838ecc1e650139fda65cfe7f463f176a/header.jpg?t=1751682100,,Single-player;Family Sharing,Casual;Simulation;Strategy,https://store.steampowered.com/app/3846050,public_unreleased,full_details,2025-07-05
game,Dino Run Puzzle,2949070,Luster To Alive,Luster To Alive,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2949070/7917d7e7eeeb25338ff0ee6e91315b1033c1a160/header.jpg?t=1751661053,,Single-player;Steam Achievements;Family Sharing,Action;Casual;Indie,https://store.steampowered.com/app/2949070,public_unreleased,full_details,2025-07-05
game,Prism,3838900,SplitCriteria,SplitCriteria,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3838900/af40d01b3a1c897441551bc5def26031d2f0494b/header.jpg?t=1751676820,,Single-player;Custom Volume Controls;Playable without Timed Input;Save Anytime;Family Sharing,Casual;Indie;Strategy,https://store.steampowered.com/app/3838900,public_unreleased,full_details,2025-07-05
game,Lost Eclipse,3853160,Fabicomm Pro. Interactive Division,Fabicomm Pro. Interactive Division,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3853160/d5ba0ff17aeb52dd1230a30babb677051398f856/header.jpg?t=1751680770,,Single-player;Partial Controller Support;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3853160,public_unreleased,full_details,2025-07-05
game,Reaper Recon,3437010,Connor Petersen;Adam Moore;Nicole Bickers,Gravebyte Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3437010/a8f63cdcde88ab2a3b54bf271f9b13e76173888e/header.jpg?t=1751690836,,Single-player;Partial Controller Support;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3437010,public_unreleased,full_details,2025-07-05
game,Lucky Dog 1,3815890,tennenouji,MangaGamer,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3815890/51841d1f130ad3632d818ca0e8f1dbaffca2e999/header.jpg?t=1751692552,,Single-player;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Save Anytime;Subtitle Options;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3815890,public_unreleased,full_details,2025-07-05
game,Where the Ghosts Are Damp,3270590,Green Wave Games,Green Wave Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3270590/b5a024a4d64f153a127fd15891d989c47f3ddcc4/header.jpg?t=1751719600,,Single-player;Full controller support;Camera Comfort;Color Alternatives;Custom Volume Controls;Adjustable Difficulty;Keyboard Only Option;Playable without Timed Input;Save Anytime;Stereo Sound;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3270590,public_unreleased,full_details,2025-07-05
game,Melstroy Survivor,2898940,Melstroy Team,Melstroy Team,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2898940/header.jpg?t=1751669328,,Single-player;Steam Cloud;Family Sharing,Action;Casual;Indie;RPG,https://store.steampowered.com/app/2898940,public_unreleased,full_details,2025-07-05
game,From Which We STEM,3796450,Medieval Snail,Medieval Snail,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3796450/29c233f4137beb240ef97da014fa78406337a280/header.jpg?t=1751700115,,Single-player;Steam Achievements;Full controller support;Captions available;Adjustable Text Size;Camera Comfort;Color Alternatives;Custom Volume Controls;Adjustable Difficulty;Keyboard Only Option;Mouse Only Option;Narrated Game Menus;Playable without Timed Input;Stereo Sound;Subtitle Options;Touch Only Option;Steam Cloud;Stats;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3796450,public_unreleased,full_details,2025-07-05
game,OnlyGame,3850220,小桨哥,小桨哥,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3850220/1cad8b8d20140c0acb51ebf812ed41ad6a596332/header.jpg?t=1751681619,,Single-player;Multi-player;Partial Controller Support;Family Sharing,Casual;Indie,https://store.steampowered.com/app/3850220,public_unreleased,full_details,2025-07-05
game,机械皇朝,3848180,歪歪阿斯顿,歪歪阿斯顿,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3848180/f211f9c66b664fb4efee2590160a99c4555955f0/header.jpg?t=1751686480,,Single-player,Adventure;Casual;Indie;RPG;Free To Play,https://store.steampowered.com/app/3848180,public_unreleased,full_details,2025-07-05
game,Fake It,3250670,Androbyte,Androbyte,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3250670/cf2cfe1dd4b6a710f5bcba110a3c7ed2186a0aa3/header.jpg?t=1751659290,,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Workshop;Custom Volume Controls;Stereo Sound;Surround Sound;Family Sharing,Action;Casual;Indie,https://store.steampowered.com/app/3250670,public_unreleased,full_details,2025-07-05
