type,name,steam_appid,developers,publishers,website,categories,genres,steam_url,detection_stage,api_response_type,potential_duplicate,release_date,description,supported_languages,followers,wishlists_est,wishlist_rank,discovery_date
game,The Depths Of My Guilt,3823670,The Ambitious Game Dev,The Ambitious Game Dev,,Single-player;Stereo Sound;Family Sharing,Adventure,https://store.steampowered.com/app/3823670,public_unreleased,full_details,False,August 2025,"Explore the deepest depths of the ocean as you survey the environment by recording audio and taking pictures. Collect fuel found on the mountains in these depths. Be carful though, you are not the only intelligent creature down here.",English,2,24,,2025-07-09
game,Cleared For Impact,3616850,Blue Flare Games,Blue Flare Games,,Single-player;Steam Achievements;Full controller support;Camera Comfort;Custom Volume Controls;Keyboard Only Option;Save Anytime;Stereo Sound;Steam Cloud;Stats;Family Sharing,Action;Indie;Simulation,https://store.steampowered.com/app/3616850,public_unreleased,full_details,False,Coming soon,"Cleared for Impact is a 2D precision flying simulator. Navigate the depths of a hostile world, avoid obstacles, dodge lasers and rescue your crew!",*;*,1,11,,2025-07-09
game,Bullet Buster Belle,3844170,Brain Buster,Brain Buster,,Single-player;Family Sharing,Action;Casual;Indie,https://store.steampowered.com/app/3844170,public_unreleased,full_details,False,To be announced,"&quot;Bullet Buster Belle&quot; is a Roguelite bullet-hell shooter game. Navigate bullet storms in cosmic ruins through daredevil grazing, build endless weapon/relic combos, and conquer formidable maiden guardians to claim their ultimate treasures!",*;*,17,187,,2025-07-09
game,City-Racing,3821590,Anton Opic,Anton Opic,,Single-player;Family Sharing,Action;Adventure;Indie;Racing;Early Access,https://store.steampowered.com/app/3821590,public_unreleased,full_details,False,Coming soon,"Race through vibrant urban environments against elite drivers in this high-octane street racing game. Navigate waypoint courses, use nitro boosts strategically, and compete across multiple tracks. Master your driving skills to overcome the ultimate challenge: an intense police helicopter chase.",*;*,2,22,,2025-07-09
game,谜物寻真: Seeking the Truth,3794980,"Beijing MiYuan Technology Co., Ltd.",MiYuan Studio,,Single-player;Steam Achievements;Family Sharing,Adventure;Casual;Indie;RPG;Simulation;Strategy,https://store.steampowered.com/app/3794980,public_unreleased,full_details,False,To be announced,这是一款碎片化叙事的推理解谜游戏，你通过一位远方亲戚给你留下的遗产——一个珍奇柜，穿梭到几个不同的案件当中，你需要通过点击检查证物以及询问现场的角色来寻找线索，最后通过整合线索找到真相。离奇又曲折的案件，你是否能回到原来的世界？每个人背后又有什么故事？你又会如何影响故事的发展？,*;*,2,24,,2025-07-09
game,Wind Tunnel Simulator,3620930,Magerux Game,Magerux Game,,Single-player;Mouse Only Option;Playable without Timed Input;Family Sharing,Simulation,https://store.steampowered.com/app/3620930,public_unreleased,full_details,False,To be announced,"Wind Tunnel Simulator is a creative physics sandbox game that combines intuitive 3D sculpting with realistic aerodynamic simulation. Design and test your own experimental shapes using clay-like modeling tools, then watch them come alive in a state-of-the-art virtual wind tunnel.",English,1,10,,2025-07-09
game,Cubex,3760200,jomego76,GAMEZ-STUDIO,,Single-player;Multi-player;Co-op;Online Co-op;Family Sharing,Action;Adventure,https://store.steampowered.com/app/3760200,public_unreleased,full_details,False,Q2 2026,"Cubex is a horror escape room game in first person, collaborative (or not) for up to 4 players, where your objective will be to find the exit of a giant cube.",English;Spanish - Spain,1,11,,2025-07-09
game,The Yapori Show Maker,3852290,Hayllon,The Yapori Show,,,Casual;Design & Illustration;Photo Editing;Utilities,https://store.steampowered.com/app/3852290,public_unreleased,full_details,False,"Jul 22, 2025",The Yapori Show Maker is a story creation editor based on the animated series The Yapori Show.,English;Spanish - Spain;Portuguese - Brazil,1,14,,2025-07-09
game,Tales of Aradia: Idle RPG,3807280,AradiaStudios,AradiaStudios,https://www.aradiastudios.com/,Single-player,Adventure;Indie;RPG;Free To Play;Early Access,https://store.steampowered.com/app/3807280,public_unreleased,full_details,False,To be announced,"Tales of Aradia is an enchanting idle RPG that blends active and offline progression in a vibrant pixel-art world—harvest magical resources, master diverse skills, craft epic gear, and face mythical creatures as you uncover the secrets of a realm on the brink of darkness.",English,7,84,,2025-07-09
game,Pierce The Wind,3792930,Exovator,Exovator,,Single-player;Save Anytime;Family Sharing,Action;Indie,https://store.steampowered.com/app/3792930,public_unreleased,full_details,False,Q4 2026,Color puzzle running game. Use jumps and skills to conquer the wind zone.,English,1,11,,2025-07-09
game,Dark Runes: Forbidden Origin,3676190,暴风雨,暴风雨,,Single-player;Multi-player;Co-op;LAN Co-op;Steam Achievements;Camera Comfort;Custom Volume Controls;Keyboard Only Option;Save Anytime;Steam Cloud;Stats;Steam Leaderboards;Family Sharing,Action;Adventure;RPG,https://store.steampowered.com/app/3676190,public_unreleased,full_details,False,Coming soon,"Dark Runes: Forbidden Origin - A hardcore ARPG featuring versatile skill runes and classic Rune Words. The time has come to begin your looting legend! Every battle may drop loot that changes your fate, every rune combination can create new legends. Are you ready for the challenge?","*;, Traditional Chinese, Portuguese - Brazil, Vietnamese, Korean;*",3,33,,2025-07-09
dlc,Atchmo -【SPECIAL LIVE】Proof of Existence (Japanese Ver.) | Tacitly,3827770,"NTT QONOQ, INC.","NTT QONOQ, INC.",https://atchmo.com/,Single-player;Downloadable Content,Casual;Free To Play,https://store.steampowered.com/app/3827770,public_unreleased,full_details,False,Coming soon,Tacitly's original song &quot;Proof of Existence&quot; Special version for Atchmo,"*;, Simplified Chinese;*",,,,2025-07-09
game,鸳鸯风云录——白中悬案(Phoenix sword: The Hidden Scroll),3854390,Rex Studio,Rex Studio,,Single-player;Family Sharing,Adventure;Casual;RPG,https://store.steampowered.com/app/3854390,public_unreleased,full_details,False,Coming soon,"In 1630, Ming Dynasty collapses—famine, war, and rebellion plague the land. When a tyrant is murdered in &quot;utopian&quot; Baichu County, detectives Yue Wuxi and Feng Shengjue investigate, unwittingly uncovering a conspiracy that will shake both court and martial world...",*;*,1,12,,2025-07-09
game,Real Boxing 2: Remastered,3811350,Vivid Games S.A.,Untold Tales S. A.,,Single-player;Partial Controller Support;Steam Cloud;Family Sharing,Indie;Sports,https://store.steampowered.com/app/3811350,public_unreleased,full_details,False,Coming soon,"Take the fight to the next level with a remaster of award winning Real Boxing™ 2. Train hard, fight harder. Prove your worth in the career and multiplayer mode.",English,7,84,,2025-07-09
game,Marble Drop,3852330,Nathan Beveridge;Mark Maxwell,BevMaxGames,,Single-player;Family Sharing,Indie,https://store.steampowered.com/app/3852330,public_unreleased,full_details,False,Coming soon,"A fast-paced, physics-driven platformer that’s as thrilling to play as it is to watch. Guide your marble through a vibrant world packed with twisting tracks, unpredictable obstacles, and clever contraptions designed to launch, bounce, or completely derail your run.",English,2,24,,2025-07-09
game,Touhou Kouzougi　～ Flickerframe Shutter Festival,3829880,Ryann Thierry,Ryann Thierry,,Single-player;Full controller support;Custom Volume Controls;Keyboard Only Option;Stereo Sound;Steam Cloud;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3829880,public_unreleased,full_details,False,"Sep 5, 2025","A fan-made celebration of Touhou's creative spirit! When a suspicious festival erupts, Aya must photograph spellcards, unlock skills, and uncover hidden truths. Packed with loving references to fanworks both old and new, from all around the world!",English;Spanish - Spain;Japanese;Portuguese - Brazil;Simplified Chinese,16,176,,2025-07-09
game,Exosystem,3803250,Carlo the Creator,Carlo the Creator,,Single-player;Multi-player;Co-op;Online Co-op;Partial Controller Support;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3803250,public_unreleased,full_details,False,To be announced,"Hack yourself, hack your friends, hack your enemies and hack EVERYTHING in this twin-stick, action immersive-sim. Use OVERPOWERED hacks that no other game would let you use to overcome intelligent enemies in a plagued simulation.",English,2,24,,2025-07-09
game,Dominated by: Yandere Goth Gamer Girl,3852410,Bully Revenge Studios,Bully Revenge Studios,,Single-player;Steam Achievements;Custom Volume Controls;Playable without Timed Input;Save Anytime;Family Sharing,Indie;Simulation,https://store.steampowered.com/app/3852410,public_unreleased,full_details,False,"Jul 18, 2025","Experience a sensual and cruel night as the slave of a 265cm tall, violent, abusive, sadistic, yandere goth gamer girl.",English;French;Italian;German;Spanish - Spain;Bulgarian;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Indonesian;Japanese;Korean;Norwegian;Polish;Portuguese - Brazil;Romanian;Russian;Simplified Chinese;Swedish;Thai;Traditional Chinese;Turkish;Ukrainian;Vietnamese,3,36,,2025-07-09
dlc,Atchmo -【SPECIAL LIVE】VOICE (Chinese Ver.) | Tacitly,3827820,"NTT QONOQ, INC.","NTT QONOQ, INC.",https://atchmo.com/,Single-player;Downloadable Content,Casual;Free To Play,https://store.steampowered.com/app/3827820,public_unreleased,full_details,False,Coming soon,Tacitly's original song &quot;VOICE&quot; Special version for Atchmo,*;*,,,,2025-07-09
game,"Nirvana, Origin of Fate",3846280,Laurent Cancé,LCF Prods,http://lcf.prods.free.fr/,Single-player;Partial Controller Support;Family Sharing,Action;Adventure;Casual;Indie;RPG,https://store.steampowered.com/app/3846280,public_unreleased,full_details,False,"Jul 11, 2025","3rd person procedural survival 3D Game. The game allows you to simulate the character's survival needs and find meaning in adventure, and create a bond with the other characters in the game, to develop their ability to control the elements of the island.",*;*,5,55,,2025-07-09
game,Serpico,3858580,Schlopp,Schlopp,https://serpicogame.carrd.co/,Single-player;Full controller support;Camera Comfort;Color Alternatives;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Stereo Sound;Subtitle Options;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3858580,public_unreleased,full_details,False,To be announced,"Serpico is a first-person hack and slash fantasy game set on a mysterious island filled with ancient ruins, divine powers, and lurking darkness.",*;*,10,110,,2025-07-09
game,Arcana Roma,3737730,Frostbloom Games,Frostbloom Games,,Single-player;Steam Achievements;Custom Volume Controls;Playable without Timed Input;Stereo Sound;Surround Sound;Steam Cloud;Family Sharing,Action;Adventure;Indie;Strategy,https://store.steampowered.com/app/3737730,public_unreleased,full_details,False,Coming soon,Arcana Roma is a third-person/top-down action-adventure strategy game in which you command a Roman officer and his legion with the goal of reclaiming your homeland from barbarian invaders.,English,1,11,,2025-07-09
game,StacKit,3827850,3amSoo,Jungle Game Lab,,Single-player,Free To Play,https://store.steampowered.com/app/3827850,public_unreleased,full_details,False,July 2025,"Stackit is a turn-based puzzle of pure strategy. Load your gun in a precise order before you fight—this is your 'Stack'. Once in combat, your firing sequence is locked. Use Fire to strip armor, then hit with Corrosion to weaken foes and boost all other damage.",English;Korean;Japanese;Simplified Chinese,3,36,,2025-07-09
game,Elgracia: A Kingdom's Chronicle,3707020,Gamsters Inc.,Gamsters Inc.,,Single-player;Family Sharing,RPG;Simulation;Strategy,https://store.steampowered.com/app/3707020,public_unreleased,full_details,False,Coming soon,Rescue the princess and rebuild a fallen kingdom. Elgracia: A Kingdom's Chronicle is a story-driven tactical SRPG with deep turn-based strategy.,"*;, Korean;*;*",3,33,,2025-07-09
music,Ink Reverie Soundtrack,3844250,Rolling Cat Studio,indienova,,,,https://store.steampowered.com/app/3844250,public_unreleased,full_details,False,"Jul 16, 2025","The original soundtrack of Ink Reverie features 20 Chinese-style tracks specially composed for the game, inviting you into a flowing scroll painted with melodies.",,,,,2025-07-09
game,Myth Tamer,3840160,世界树计划,world tree project,,Single-player;Family Sharing,Indie;RPG;Strategy,https://store.steampowered.com/app/3840160,public_unreleased,full_details,False,Coming soon,"In &quot;Myth Tamer&quot;, you play as a magician, make contracts with mythical beasts, manipulate their magic, and fight against evil beasts. &quot;Myth Tamer&quot; is a card-driven strategy chess game. The rich magic system are combined with the chapter-based main process, bringing a strategic pleasure.","*;, Simplified Chinese;*;*",,,,2025-07-09
game,Expeditions,3838120,BBangsilFactory,BBangsilFactory,,Single-player;Family Sharing,Indie;Strategy;Early Access,https://store.steampowered.com/app/3838120,public_unreleased,full_details,False,Q3 2025,"Lead an expedition of self-fighting heroes to gather resources and rebuild a village destroyed by the Abyss. Equip them with gear and skillbooks to unlock their full potential. Explore the continent, help other races, and guide humanity—before the Abyss returns.",Korean;English;French;German;Spanish - Spain;Russian;Japanese;Simplified Chinese;Portuguese - Brazil;Portuguese - Portugal,1,12,,2025-07-09
game,PLACE,3823800,PimpGameStudio,PimpGameStudio,https://x.com/PimpGameStudio,Single-player;Steam Achievements;Family Sharing,Adventure;Indie;Simulation,https://store.steampowered.com/app/3823800,public_unreleased,full_details,False,Coming soon,"You are a random person trapped in an empty concrete room under the watchful eye of a camera. The only way out is to risk pressing the forbidden button, after which more buttons appear. Each press brings you closer to the exit or to your demise.","*;, French, German, Simplified Chinese, Korean, Polish, Portuguese - Brazil, Ukrainian, Japanese, Spanish - Latin America;*",,,,2025-07-09
game,Lumber Valley,3563670,Dairycow22,Dairycow22,,Single-player;Family Sharing,Casual;Early Access,https://store.steampowered.com/app/3563670,public_unreleased,full_details,False,"Jul 19, 2025","Lumber Valley is a logging simulation game where you build and grow a logging business. Cut wood, process materials, and complete contracts to expand your operations. Unlock upgrades, automate production, and explore a quarry to uncover valuable resources while overcoming various challenges.",*;*,2,28,,2025-07-09
game,Warlords Battleground: Extraction,3684500,绝汪,绝汪,,Single-player;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3684500,public_unreleased,full_details,False,To be announced,『摸大红，改天命』像素骑砍+三国演义，摸金+撤离，全新概念的大战场、大世界国风“搜打撤”，动态自由大世界、刷宝升级、库存管理、动作群战、逆天改命……化身为拾薪者，与龙女缔结“共生契约”，穿越于历史碎片之中，搜索、交战、撤离！Q群：891541517,*;*,20,220,,2025-07-09
game,Boundless,3825790,DMS. Long,Beijing Film Academy,,Single-player,Adventure;RPG;Strategy;Free To Play,https://store.steampowered.com/app/3825790,public_unreleased,full_details,False,Coming soon,"A 2.5D sci-fi platformer where you play as Shirley on a solo rescue mission. Unlock new abilities like jet-assisted jumps and magnetic powers to solve puzzles, avoid traps, and overcome enemy challenges. No microtransactions.",*;*,2,24,,2025-07-09
game,妖刀传,3850410,余愿制作组,余愿制作组,,Single-player;Adjustable Text Size;Custom Volume Controls;Playable without Timed Input;Family Sharing,RPG;Strategy,https://store.steampowered.com/app/3850410,public_unreleased,full_details,False,Coming soon,"Yōko-Densetsu is a narrative - rich text game with tabletop role - playing simulations. In the stormy Middle Earth, northern demons and power - hungry eunuchs run wild. Your choices shape the story. Meet like - minded people on your journey and forge your unique path.",Simplified Chinese,,,,2025-07-09
game,JuMi Local Intelligent Assistant,3838130,JuMi Customer Service,JuMi Customer Service,,,Accounting;Education;Web Publishing,https://store.steampowered.com/app/3838130,public_unreleased,full_details,False,Coming soon,"JuMi is a revolutionary desktop artificial intelligence assistant. Through an integrated reasoning framework, JuMi injects AI capabilities directly into your devices - without cloud dependencies, eliminating the risk of data breaches, and giving you absolute control over intelligent assistants.",English;Simplified Chinese,1,12,,2025-07-09
game,KUUKIYOMI: Consider It World - Thailand Ver.,3606690,Urnique Studio,G-MODE,,Single-player;Steam Achievements;Keyboard Only Option;Partial Controller Support;Steam Cloud;Family Sharing,Casual;Indie;Simulation,https://store.steampowered.com/app/3606690,public_unreleased,full_details,False,2025,"Introducing the New Title: “KUUKIYOMI: Consider It World”! This time, the stage is Thailand! Test your ability to read the room in familiar, everyday Thai scenarios, packed with cultural quirks and “That’s so true!” moments.",English;Thai;Japanese,78,1092,,2025-07-09
game,Vengeance Of The Minotaur RPG,3842240,playclaritas,playclaritas,https://vengeanceoftheminotaur.com,Single-player;Full controller support;Custom Volume Controls;Keyboard Only Option;Mouse Only Option;Playable without Timed Input;Save Anytime;Touch Only Option;Family Sharing,Adventure;Indie;RPG;Strategy,https://store.steampowered.com/app/3842240,public_unreleased,full_details,False,To be announced,"Vengeance of the Minotaur is an open-world, turn-based RPG blending explicit sexual themes with strategic party-building and brutal combat. Master tactical battles, customize unique heroes, and dominate foes to unleash Asterion’s savage quest for revenge.","*;, French;*;, Italian;*;, German;*;, Spanish - Spain;*;, Arabic;*;, Bulgarian;*;, Czech;*;, Danish;*;, Dutch;*;, Finnish;*;, Greek;*;, Hungarian;*;, Indonesian;*;, Japanese;*;, Korean;*;, Norwegian;*;, Polish;*;, Portuguese - Brazil;*;, Romanian;*;, Russian;*;, Simplified Chinese;*;, Swedish;*;, Thai;*;, Turkish;*;, Ukrainian;*;, Vietnamese;*;*",,,,2025-07-09
game,Hidden Cats in Istanbul,2906270,Nukearts Studio,Nukearts Studio,,Single-player;Steam Achievements;Full controller support;Camera Comfort;Color Alternatives;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Save Anytime;Steam Cloud;Family Sharing,Casual;Indie,https://store.steampowered.com/app/2906270,public_unreleased,full_details,False,To be announced,"Find hidden cats in the charming and historic city of Istanbul! Start with an uncolored scene and relax as you color the streets, explore landmarks, and meet special furry friends to collect unique cards. A cozy, family-friendly hidden object adventure full of charm and color!",English,11,154,,2025-07-09
music,Silent Tales‌: Vermilion Embers Original Sound Track,3856570,Hakua Juku,Hakua Juku,,,,https://store.steampowered.com/app/3856570,public_unreleased,full_details,False,Coming soon,"This is additional content for Silent Tales‌: Vermilion Embers, and it does not include the standard edition of the game.",,,,,2025-07-09
game,Ammo Bounce,3862690,OUT LLL,OUT LLL,,Single-player;Family Sharing,Adventure;Casual;Sports,https://store.steampowered.com/app/3862690,public_unreleased,full_details,False,Coming soon,"Ammo Bounce is a high-octane, neon-soaked twist on the classic brick breaker formula — but instead of a ball, you're bouncing a deadly buzzsaw that slices through everything in its path!",English,1,12,,2025-07-09
demo,Backrooms Multi-Verses Demo,3829980,Mirrion,Mirrion INC,,Single-player;Game demo;Full controller support,Action,https://store.steampowered.com/app/3829980,public_unreleased,full_details,False,Coming soon,"Survival horror with realistic graphics based on Unreal Engine 5. Ten highly detailed levels: liminal world, puzzles and creatures. New levels and content regularly. Experience unbearable horror and find a way to escape from...",English;French;Italian;German;Spanish - Spain;Arabic;Bulgarian;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Indonesian;Japanese;Korean;Norwegian;Polish;Portuguese - Brazil;Portuguese - Portugal;Romanian;Russian;Simplified Chinese;Spanish - Latin America;Swedish;Thai;Traditional Chinese;Turkish;Ukrainian;Vietnamese;Afrikaans;Albanian;Amharic;Armenian;Assamese;Azerbaijani;Bangla;Basque;Belarusian;Bosnian;Catalan;Cherokee;Croatian;Dari;Estonian;Filipino;Galician;Georgian;Gujarati;Hausa;Hebrew;Hindi;Icelandic;Igbo;Irish;K'iche';Kannada;Kazakh;Khmer;Kinyarwanda;Konkani;Kyrgyz;Latvian;Lithuanian;Luxembourgish;Macedonian;Malay;Malayalam;Maltese;Maori;Marathi;Mongolian;Nepali;Odia;Persian;Punjabi (Gurmukhi);Punjabi (Shahmukhi);Quechua;Scots;Serbian;Sindhi;Sinhala;Slovak;Slovenian;Sorani;Sotho;Swahili;Tajik;Tamil;Tatar;Telugu;Tigrinya;Tswana;Turkmen;Urdu;Uyghur;Uzbek;Valencian;Welsh;Wolof;Xhosa;Yoruba;Zulu,,,,2025-07-09
game,We Interns,3768550,Tranquil,Tranquil,,Single-player;Steam Achievements;Full controller support;Family Sharing,Action;Casual,https://store.steampowered.com/app/3768550,public_unreleased,full_details,False,Coming soon,"Top-down office themed roguelite. Fight off your annoying coworkers as one of many young interns and unlock different playable characters, permanent items and office spaces to fight in.",English;French;German;Spanish - Spain;Portuguese - Portugal,,,,2025-07-09
game,Adorable Adventures,3840230,Wild Sheep Studio,Wild Sheep Studio,,Single-player;Full controller support;Adjustable Text Size;Camera Comfort;Color Alternatives;Custom Volume Controls;Playable without Timed Input;Save Anytime;Stereo Sound;Subtitle Options;Surround Sound;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3840230,public_unreleased,full_details,False,To be announced,"Adorable Adventures is a cozy third-person exploration game where you play as Boris, a curious baby boar who has to learn how to use his nose to reunite his family after a forest fire.","*;, French;*;, Italian, German, Spanish - Spain, Dutch, Portuguese - Portugal, Simplified Chinese;*",,,,2025-07-09
game,Bone-Bound,3856590,Slug Fest Studios,Slug Fest Studios,,Single-player;Family Sharing,Casual;Indie;Strategy,https://store.steampowered.com/app/3856590,public_unreleased,full_details,False,To be announced,"Bone-Bound is a turn-based roguelite strategy game where you summon creatures, evolve cards, conquer castles, and build your deck across 12 species in lane-based combat with quests, fog of war, and castle upgrades.",*;*,,,,2025-07-09
game,Pitch and Arcade Simulator,3074280,Aysimus Games,Aysimus Games,,Single-player;Family Sharing,Casual;Simulation;Sports;Strategy;Early Access,https://store.steampowered.com/app/3074280,public_unreleased,full_details,False,Coming soon,"Manage a football pitch and arcade! Upgrade machines, attract players and build your ultimate fun center.",English;Turkish;French;Italian;German;Spanish - Spain;Simplified Chinese;Portuguese - Brazil;Japanese;Korean;Portuguese - Portugal;Russian,,,,2025-07-09
game,Stump,3715310,Tropo,Tropo Games,,Single-player;Steam Achievements;Full controller support;Custom Volume Controls;Playable without Timed Input;Stereo Sound;Family Sharing,Action;Adventure;Indie;Strategy,https://store.steampowered.com/app/3715310,public_unreleased,full_details,False,To be announced,"Sticks in hand, you journey through the labyrinth. Stump is a moving, chaotic, and mystical tower-defense experience.","*;, French;*;*",,,,2025-07-09
game,Basilica,3627220,ToadLore,Toadlore,,Single-player;Multi-player;Co-op;Online Co-op;LAN Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Adjustable Text Size;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Save Anytime;Subtitle Options;Remote Play Together;Family Sharing,Action;Adventure;RPG,https://store.steampowered.com/app/3627220,public_unreleased,full_details,False,To be announced,"Explore an enchanted cathedral that calls to you. Grow stronger and wiser as you traverse through the ethereal. Collect and create items to navigate its ever-changing floors. Uncover its hidden secrets, and use the ancient wisdom of divinity to guide your way. Lose yourself, or find yourself.",*;*,,,,2025-07-09
game,Lavabound,3823850,Martin Kolman;Hassan Riaz,Martin Kolman,,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;In-App Purchases;Custom Volume Controls;Stereo Sound;Stats;Remote Play Together;Family Sharing,Adventure;Casual;Indie,https://store.steampowered.com/app/3823850,public_unreleased,full_details,False,Coming soon,Play alone or play together in this 'relaxed' and fun cooperative platformer. Can you collect all the treasures whilst navigating through different obstacles? And if this doesn't sound hard enough for you: Please be aware of the constant rising lava. Will you successfully escape the volcano?,*;*,,,,2025-07-09
game,Wheelborne,3862760,DeiZZ B,DeiZZ B,,Single-player;Family Sharing,Action;Adventure;Casual;Indie,https://store.steampowered.com/app/3862760,public_unreleased,full_details,False,Q3 2025,Do you have what it takes to tame the road and become the ultimate Wheelborne legend?,English,,,,2025-07-09
game,Straif,3850480,Pumped Software,Pumped Software,,Single-player;Multi-player;Co-op;Online Co-op,Action;Casual;Indie;Racing;Free To Play;Early Access,https://store.steampowered.com/app/3850480,public_unreleased,full_details,False,Coming soon,"Compete with players around the world in a fast-paced 3D platforming shooter. Race through a variety of hand crafted maps, shooting at targets with an arsenal of weapons, all to achieve the fastest time on the global leaderboard!",English,,,,2025-07-09
